track_name,track_number,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,album_type,track_duration_min
All I Need Is MONEY!,5,0,0,51,62853,37,0,1.52
"Boys, Be Courageous!",14,0,0,50,62821,37,0,1.18
She Doesn't Mind,2,59,0,81,5276981,12,0,3.79
Drive By,1,0,0,70,4516207,1,2,3.27
Clarity,5,78,0,73,6111556,10,0,4.52
Clique,2,62,1,89,31038851,12,1,4.89
Cola,3,64,1,88,51798111,23,0,4.34
Cruise,1,55,0,70,5588772,11,0,3.48
Dark Paradise,7,71,0,88,51773650,23,0,4.05
Dark Paradise,7,65,0,88,51798111,24,0,4.05
Daylight,3,64,0,85,45764832,15,0,3.75
Diamonds,2,72,0,90,69014420,14,0,3.75
Diet Mountain Dew,5,77,0,88,51773650,23,0,3.71
Everybody Talks,3,78,1,64,1284296,11,0,2.95
"Fate And Destiny - From Brave""/Score""",4,44,0,55,97039,20,1,4.28
FUTURE,20,24,0,57,320700,25,0,4.69
Gangnam Style (강남스타일),1,75,0,62,1819643,1,2,3.65
Glad You Came,1,59,0,61,2444220,10,0,3.3
American,2,54,0,88,51773650,23,0,4.14
Beauty And A Beat,10,83,0,91,85008100,13,0,3.79
Bel Air,8,54,0,88,51773650,23,0,3.96
Blue Jeans,3,66,1,88,51773650,23,0,3.49
Blue Velvet,5,52,0,88,51773650,23,0,2.64
Body Electric,4,54,0,88,51821190,23,0,3.89
Body Electric,4,48,0,88,51821190,24,0,3.89
Born To Die,1,77,0,88,51773650,23,0,4.75
Boyfriend,2,1,0,91,85008100,13,0,2.85
Burning Desire,9,60,0,88,51798111,24,0,3.85
Call Me Maybe,3,81,0,70,5139846,17,0,3.22
Call Me Maybe,3,72,0,70,5140332,15,0,3.22
Carmen,9,61,0,88,51773650,23,0,4.14
Carmen,9,41,0,88,51773650,15,0,4.14
Let Me Love You (Until You Learn To Love Yourself),3,69,0,80,10217787,17,0,4.19
Little Talks,6,81,0,69,3615053,12,0,4.44
Lolita,14,58,0,88,51773650,23,0,3.66
Love Somebody,6,63,0,85,45771951,15,0,3.83
Lucky Ones,15,53,0,88,51821190,23,0,3.75
Mercy,1,69,1,89,31052119,1,2,5.48
Merida's Home,20,31,0,55,97014,23,1,1.53
Million Dollar Man,10,62,0,88,51773650,23,0,3.85
Million Dollar Man,10,43,0,88,51773650,15,0,3.83
National Anthem,6,67,0,88,51773650,23,0,3.84
"Noble Maiden Fair (A Mhaighdean Bhan Uasal) - From Brave""/Soundtrack""",16,50,0,47,8182,20,1,2.6
Off To The Races,2,61,0,88,51847587,23,0,4.99
Off To The Races,2,55,0,88,51773650,24,0,4.99
One More Night,1,74,0,85,45764832,15,0,3.65
One More Night,2,79,0,85,45764832,33,0,3.65
Gods & Monsters,6,59,1,88,51773650,23,0,3.96
Gods & Monsters,6,54,1,88,51798111,24,0,3.96
Home,2,70,0,60,1139108,12,0,3.5
Kill Me,1,51,1,59,1552159,1,2,3.79
Payphone,1,0,1,85,45771951,1,2,3.85
Pound The Alarm,11,63,1,84,34295707,21,0,3.42
Rack City,11,2,1,78,7315854,21,0,3.38
Radio,8,72,1,88,51847587,23,0,3.57
Radio,8,65,1,0,0,24,0,3.57
Ready or Not,1,68,0,59,1320576,12,0,3.34
Ride,1,68,1,88,51773650,23,0,4.81
Starships,10,57,1,84,34293318,21,0,3.51
Starships,10,78,1,84,34293318,27,0,3.51
Stay,9,74,0,90,68997177,14,0,4.01
Summertime Sadness,11,83,0,88,51798111,23,0,4.42
TEARS,24,45,0,57,321245,25,0,4.29
The Avengers,18,61,0,57,327242,18,0,2.05
This Is What Makes Us Girls,12,58,0,88,51847587,23,0,3.97
Video Games,4,78,0,88,51773650,23,0,4.69
Video Games,4,73,0,88,51773650,24,0,4.69
Violent Youth,9,47,0,69,3290296,12,0,4.36
"We've Both Changed - From Brave""/Score""",19,32,0,55,97044,20,1,5.5
Without You,13,59,0,88,51821190,23,0,3.82
Yayo,7,52,0,88,51773650,23,0,5.35
Summit (feat. Ellie Goulding),7,57,0,74,7528373,8,2,6.23
Lonely Boy,1,68,0,68,4138562,11,0,3.22
Why Wait - Live Version,2,29,0,85,39788275,19,0,2.81
Crystals,2,54,0,46,149366,4,2,4.82
Hydrogen,3,56,0,46,149331,4,2,4.82
Tonight Tonight,2,67,0,51,558316,11,0,3.34
Home,1,45,0,58,1408571,4,2,4.31
Talk That Talk,4,72,1,90,68997177,11,0,3.49
We Found Love,3,79,0,90,69030894,11,0,3.58
Where Have You Been,2,78,0,90,69030894,11,0,4.04
You Da One,1,76,1,90,69030894,11,0,3.33
Where Have You Been,2,83,0,90,68997177,11,0,4.04
Super Mario Bros: Theme,6,36,0,47,61813,21,0,4.2
"Uncharted, Drake's Fortune: Nate's Theme",7,42,0,37,9476,21,0,1.87
We Found Love,3,83,0,90,68997177,11,0,3.58
Angry Birds: Main Theme,4,32,0,35,20991,21,0,3.28
Elder Scrolls: Oblivion,13,41,0,65,189122,21,0,1.87
Mr. Saxobeat - Radio Edit,1,76,0,60,432466,13,0,3.25
Les,8,8,1,78,14561716,13,0,5.28
Take Care,5,76,1,95,103067383,19,0,4.62
The Motto,19,73,1,95,103039388,19,0,3.02
Headlines,3,85,1,95,103094105,19,0,3.93
Heartbeat,6,1,1,78,14561716,13,0,4.49
Practice,17,78,1,95,103067383,19,0,3.96
Stereo Hearts (feat. Adam Levine),4,50,0,67,1671796,13,0,3.51
Stereo Hearts (feat. Adam Levine),4,82,0,67,1672769,11,0,3.51
Meth Lab Zoso Sticker,1,0,0,44,29307,10,0,3.68
Ass Back Home (feat. Neon Hitch),7,63,1,67,1672769,11,0,3.7
Rock You Like a Hurricane - 2011,4,64,0,73,8602427,13,0,4.25
People Help the People,3,70,0,68,3737235,11,0,4.27
Skinny Love,2,57,0,68,3737128,12,0,3.35
a thousand years,6,66,0,71,4307803,18,1,4.75
It Will Rain,3,74,0,90,75513910,19,1,4.29
Levels - Radio Edit,1,74,0,79,23434999,4,2,3.33
Mr. Know It All,1,45,0,72,10960422,17,0,3.87
Paradise,3,84,0,88,60804949,14,0,4.64
Stronger (What Doesn't Kill You),2,74,0,72,10961941,17,0,3.69
Us Against the World,5,56,0,88,60830643,14,0,3.99
Charlie Brown,4,70,0,88,60830643,14,0,4.75
Every Teardrop Is a Waterfall,7,70,0,88,60804949,14,0,4.01
Without You (feat. Usher) - Radio Edit,5,47,0,87,27139342,5,2,3.47
a thousand years,1,83,0,71,4308713,1,2,4.75
"Theme from The Exorcist""""",10,26,0,57,679831,20,0,3.52
I Wrote in Blood,6,46,0,58,374516,10,0,4.14
"Young, Wild & Free (feat. Bruno Mars)",1,74,1,80,15695279,1,2,3.45
It Will Rain,1,84,0,90,75474551,1,2,4.29
Work Out,16,79,1,82,27069939,16,0,3.92
Not Over You,2,63,0,58,1257429,10,0,3.64
Don't Wanna Go Home,1,63,0,76,12460618,14,0,3.43
I Want to Know What Love Is,11,66,0,72,3832095,23,0,4.76
Kiss Me,11,65,0,88,122802777,16,0,4.68
Give Me Love,12,69,0,88,122789460,16,0,8.77
The A Team,1,75,0,88,122802777,12,0,4.3
Wrong Floor,15,34,0,40,64972,19,1,1.51
A Real Hero (feat. Electric Youth),3,0,0,46,120141,19,1,4.46
He Had a Good Time,8,37,0,40,64974,19,1,1.61
I Drive,7,42,0,40,64974,19,1,2.05
Tongue Tied,2,77,0,60,1255113,12,0,3.63
Titanium (feat. Sia),13,56,0,87,27139342,13,0,4.08
Where Them Girls At (feat. Nicki Minaj & Flo Rida),1,46,1,87,27141717,13,0,3.5
Without You (feat. Usher),5,45,0,87,27139342,13,0,3.46
You Make Me Feel... (feat. Sabi),2,72,0,58,520711,10,0,3.59
Good Feeling,1,55,0,79,8971415,1,2,4.13
Where Them Girls At (feat. Nicki Minaj & Flo Rida),10,60,1,87,27141717,30,0,3.24
Without You (feat. Usher),4,69,0,87,27141717,23,0,3.46
Play Hard (feat. Ne-Yo & Akon),6,64,0,87,27139342,23,0,3.35
Titanium (feat. Sia),1,71,0,87,27139342,23,0,4.08
Turn Me On (feat. Nicki Minaj),2,64,0,87,27141717,23,0,3.32
Somebody That I Used To Know,3,0,0,68,2256471,12,0,4.09
Shepard's Flute,8,0,0,41,9786,24,0,2.06
Southern Vineyard,16,32,0,28,11135,24,0,2.09
Merchant Ships from the East,5,36,0,41,9782,24,0,2.14
The Call of Destiny,1,36,0,41,9782,24,0,2.62
Unicorn's Rest,13,44,0,41,9779,24,0,1.99
Crossroad at Dawn,3,48,0,41,9779,24,0,2.01
Forest Calling,10,44,0,41,9786,24,0,2.26
Why I Love You,12,1,1,82,10380063,16,0,3.35
Ni**as In Paris,3,81,1,82,10376731,12,0,3.65
Ni**as In Paris,3,14,1,82,10376731,16,0,3.65
No Church In The Wild,1,75,1,82,10371098,12,0,4.54
Champagne Coast,10,78,0,71,1339928,10,0,4.87
Build That Wall (Zia's Theme),12,40,0,54,117882,22,0,2.75
In Case of Trouble,3,36,0,54,117914,22,0,2.94
God Gave Me You,3,61,0,69,7506632,13,0,3.82
Tomorrow,3,62,0,65,2918228,10,0,3.66
Statues,9,0,0,62,344387,25,1,2.37
Lily's Theme,1,0,0,62,344334,25,1,2.48
Too Close,4,59,0,51,502300,11,0,4.27
Wanted,2,63,0,53,1214595,17,0,3.81
Sail,10,5,0,60,2060831,32,0,4.31
Hell,1,51,0,74,7646449,16,0,4.25
I Follow Rivers - The Magician Remix,11,65,0,67,1948341,11,0,4.66
Kill Of The Night,4,57,0,47,198507,12,0,3.42
Best Thing I Never Had,12,67,0,84,41172203,14,0,4.22
Run the World (Girls),11,70,0,84,41172203,14,0,3.93
Oye Baby,15,40,0,84,11933906,16,0,2.93
Pause,5,42,0,84,11936949,16,0,3.0
Rain Over Me (feat. Marc Anthony),3,76,0,84,11933906,16,0,3.85
Shake Senora (feat. T-Pain & Sean Paul),7,62,0,84,11939612,16,0,3.58
"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",14,50,0,84,11933906,16,0,4.2
Something For The DJs,12,33,0,84,11939612,16,0,3.06
Hey Baby (Drop It to the Floor) (feat. T-Pain),4,79,0,84,11939612,16,0,3.9
International Love (feat. Chris Brown),8,81,0,84,11939612,16,0,3.78
Mr. Right Now (feat. Akon & DJ Frank E),13,47,0,84,11936949,16,0,3.12
Mr. Worldwide (Intro) (feat. Vein),1,44,1,84,11939612,16,0,1.4
My Kinda Girl (feat. Nelly),16,29,1,84,11933906,16,0,3.67
Come N Go (feat. Enrique Iglesias),6,39,0,84,11939612,16,0,3.83
Give Me Everything (feat. Nayer),2,87,0,84,11939612,16,0,4.2
Castle Made Of Sand (feat. Kelly Rowland & Jamie Drastik),9,35,1,84,11933906,16,0,3.8
"Took My Love (feat. Red Foo, Vein & David Rush)",10,36,1,84,11933906,16,0,4.48
Where Do We Go (feat. Jamie Foxx),11,37,1,84,11933906,16,0,3.84
WWE: I Won't Do What You Tell Me (Stone Cold Steve Austin) [Original Theme],1,37,0,63,699402,4,2,3.05
Hanna vs Marissa,14,11,0,61,2246231,20,0,1.77
Escape 700,2,25,0,61,2246231,20,0,5.26
Escape Wavefold,17,16,0,61,2246627,20,0,3.35
Car Chase (Arp Worship),12,13,0,61,2246627,20,0,4.97
Flesh,7,53,0,48,151680,14,0,4.33
Don't Sit Down 'Cause I've Moved Your Chair,5,58,0,84,32059138,12,0,3.05
True Faith,11,42,0,39,43554,12,0,4.7
X-Training,11,31,0,53,92243,20,0,4.44
Magneto,20,40,0,53,92242,20,0,1.87
First Class,1,51,0,53,92242,20,0,3.33
Pumped Up Kicks,2,84,0,70,4025612,10,0,3.99
Bloody Mary,8,77,0,88,42237551,23,0,4.07
Government Hooker,3,67,0,89,42275793,23,0,4.23
Judas,4,81,0,88,42256604,23,0,4.15
Hawaii 5-0,32,33,0,19,387,100,1,3.37
jar of hearts,5,74,0,71,4308239,13,0,4.1
Good Hit,2,30,0,74,13710072,17,0,4.07
Hypnotico - Bonus Track,12,35,0,74,13709065,17,0,3.59
I'm Into You,3,62,0,74,13709065,17,0,3.33
Invading My Mind,9,31,0,74,13709065,17,0,3.34
Everybody's Girl - Bonus Track,13,23,0,74,13710072,17,0,3.46
Take Care - Bonus Track,15,21,0,74,13708054,17,0,2.94
Until It Beats No More,7,30,0,74,13710072,17,0,3.87
Villain,10,25,0,74,13710072,17,0,4.06
(What Is) LOVE?,4,37,0,74,13710072,17,0,4.44
Charge Me Up - Bonus Track,14,25,0,74,13708054,17,0,3.97
On The Floor,1,81,0,74,13708054,17,0,4.74
"On The Floor - On The Floor"" - Low Sunday Radio Edit""",17,29,0,74,13708054,17,0,3.85
On The Floor (Ven a Bailar) - Bonus Track,16,44,0,74,13708054,17,0,4.86
One Love,8,28,0,74,13710072,17,0,3.9
Papi,6,62,0,74,13708054,17,0,3.72
Run The World,5,28,0,74,13711146,17,0,3.92
Starting Over,11,26,0,74,13710072,17,0,4.03
Molly,6,63,0,70,1615872,27,0,1.74
Urban Twilight,4,30,0,0,0,5,2,4.26
Y La Amo (Instrumental),1,43,0,51,159177,20,1,2.16
Black Water,4,0,0,45,226303,10,0,5.99
Black and Yellow,3,77,1,81,12075691,14,0,3.62
Till the World Ends,1,65,0,81,17766757,16,0,3.96
I Wanna Go,4,71,0,81,17755451,16,0,3.5
Deuces (feat. Tyga & Kevin McCall),1,73,1,87,28316378,18,0,4.6
Yeah 3x,7,0,1,87,28316378,13,0,4.02
Yeah 3x,7,68,1,87,28305692,18,0,4.02
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),4,72,1,87,28338976,18,0,3.7
House Of Balloons / Glass Table Girls,3,79,1,93,112918137,9,0,6.78
The Morning,4,76,1,93,112957721,9,0,5.23
The Party & The After Party,6,77,1,93,112918137,9,0,7.66
Sail,10,74,0,60,2060915,14,0,4.31
Not Enough,9,40,0,76,12004691,21,0,4.31
4 Real,10,41,0,76,12004691,21,0,3.47
What the Hell,2,75,0,76,12004691,21,0,3.67
Darlin,11,39,0,76,12004691,21,0,3.84
Dust It Off,1,47,0,48,410069,13,0,3.7
The Show Goes On,6,71,1,66,1984424,12,0,3.99
What the Hell,2,0,0,76,12004691,14,0,3.67
Walk Don't Rango,19,36,0,18,437,20,1,2.79
"We Ride, Really!",10,36,0,27,1248,20,1,0.84
Rango Theme Song,20,40,0,57,197592,20,1,3.49
Freaks,12,0,0,7,49,14,0,3.88
Be My Baby,2,73,0,65,443204,18,1,2.68
On The Floor - Radio Edit,1,73,0,74,13709065,1,2,3.84
The Return Of The Eagle (feat. Atli Orvarsson),3,0,0,41,18176,18,0,2.97
Damned,1,49,0,57,56368,17,0,1.63
Don't You Remember,4,72,0,83,66720643,11,0,4.05
Flash,4,24,0,38,97548,10,0,7.86
Lovesong,10,65,0,83,66720643,11,0,5.27
One And Only,9,62,0,83,66705650,11,0,5.8
He Won't Go,6,57,0,83,66720643,11,0,4.63
I'll Be Waiting,8,53,0,83,66705650,11,0,4.02
Take It All,7,54,0,83,66705650,11,0,3.8
Turning Tables,3,67,0,83,66720643,11,0,4.16
Rolling in the Deep,1,79,0,83,66705650,11,0,3.8
Rumour Has It,2,66,0,83,66720643,11,0,3.72
Set Fire to the Rain,5,82,0,83,66720643,11,0,4.04
Someone Like You,11,81,0,83,66720643,11,0,4.75
Rolling in the Deep,1,4,0,83,66720643,11,0,3.8
Set Fire to the Rain,5,2,0,83,66734917,11,0,4.02
Someone Like You,11,2,0,83,66720643,11,0,4.75
Theme From Sherlock Holmes,16,26,0,36,64675,30,0,2.41
For the First Time,2,62,1,74,8810761,12,0,4.21
Rider To The Sea,1,23,0,39,132386,10,0,2.67
Stung by the Hornet,4,16,0,4,98,29,1,3.2
The Best Day,6,40,0,72,5161216,22,1,3.31
The Diary Of Jane,7,62,0,71,5154748,15,1,3.33
The Edge Of Glory,14,63,0,88,42256604,14,0,5.34
The King's Arrival,5,43,0,65,718418,29,0,3.56
Thoughts Of Mom,18,12,0,63,430076,33,1,1.68
We Found Love,3,61,0,90,68997177,11,0,3.58
Palm Tree Escape,7,0,0,77,4779199,18,0,3.1
"Palm Tree Escape - From Pirates of the Caribbean: On Stranger Tides""/Score""",7,47,0,77,4777574,18,1,3.07
Party Rock Anthem,3,69,0,66,4430911,10,0,4.36
Price Tag,1,64,0,71,12192383,16,0,3.71
Radio,8,47,1,88,51773650,15,0,3.57
Sexy And I Know It,4,39,0,66,4430911,10,0,3.32
Sexy And I Know It,4,64,0,66,4430911,14,0,3.32
She Will,6,1,1,86,17928214,18,0,5.09
She Will,6,78,1,86,17938214,15,0,5.09
Somebody That I Used To Know,3,81,0,68,2256813,12,0,4.08
South of Heaven’s Chanting Mermaids,6,0,0,47,462893,18,0,5.81
Springsteen,9,78,0,71,4140524,11,0,4.38
Starships,10,74,1,84,34293318,19,0,3.51
Lighters,7,68,1,58,1858826,11,0,5.06
Love You Like A Love Song,1,82,0,67,10381965,12,0,3.14
Love You Like A Love Song,1,0,0,67,10379778,20,0,3.13
Luv Deluxe,7,46,0,43,47996,12,0,4.55
Main Title,1,61,0,65,718358,29,0,1.77
Make A Move,3,54,0,47,357081,11,0,3.06
Motivation,1,62,0,68,3726318,1,2,3.85
National Anthem,6,42,0,88,51798111,15,0,3.84
Never Let Me Go,4,71,0,77,7222118,24,0,4.51
Never Say Never,1,76,0,91,85022258,7,0,3.79
Novacane,1,81,1,83,20280852,1,2,5.03
"On Stranger Tides - From Pirates of the Caribbean: On Stranger Tides""/Score""",10,37,0,77,4779199,18,1,2.7
On The Floor - Radio Edit,1,2,0,74,13708054,1,2,3.84
6 Foot 7 Foot,4,4,1,86,17938214,18,0,4.14
A Thousand Miles,1,60,0,63,715689,12,1,3.95
All About Tonight,2,52,0,44,938275,20,0,3.1
Angelica,2,0,0,77,4780589,18,0,4.29
"Angry and Dead Again - From Pirates of the Caribbean: On Stranger Tides""/Soundtrack Version""",9,39,0,47,462875,18,1,5.53
Bedroom Hymns,15,42,0,77,7220459,24,0,3.04
Blue Jeans,3,40,1,88,51821190,15,0,3.49
Boom Boom Pow,1,46,0,81,9553224,20,1,4.19
Born This Way,2,68,0,88,42237551,22,0,4.33
Breakthrough,9,54,0,50,52929,10,0,3.45
Captain America,25,46,0,57,327300,26,1,1.1
Country Girl (Shake It For Me),1,75,0,74,9406293,13,0,3.75
Dance (A$$) Remix,13,60,1,74,11542638,13,0,3.67
Dark Paradise,7,31,0,88,51798111,15,0,4.05
"Determinate - From Lemonade Mouth""""",4,63,0,50,52929,10,0,3.3
Diet Mountain Dew,5,53,0,88,51773650,13,0,3.71
Domino,14,67,0,71,12192383,16,0,3.86
Drink In My Hand,2,73,0,71,4140524,11,0,3.18
Drunk On You,3,68,0,74,9407321,13,0,3.55
End Credits,11,0,0,77,4780589,18,0,1.99
Everytime We Touch - Radio Edit,1,64,0,65,615439,26,0,3.31
Give It Away,9,45,0,72,5158411,22,1,3.48
Give Your Heart a Break,10,72,0,78,27289223,15,0,3.42
Glad You Came,1,76,0,61,2444259,15,0,3.29
Glad You Came,1,1,0,61,2444287,1,2,3.3
Where Have You Been,2,61,0,90,69014420,11,0,4.04
Goodbye Brother,3,57,0,65,718254,29,0,3.12
Guilty of Being Innocent of Being Jack Sparrow,1,0,0,77,4777574,18,0,1.7
How To Love,12,0,0,86,17933500,18,0,4.0
I'm On One,1,72,1,73,12343335,12,0,4.93
Just A Kiss,2,0,0,66,3720791,12,0,3.64
Kiss Tomorrow Goodbye,2,67,0,74,9406293,13,0,3.38
Kill EVERYBODY,3,50,0,74,7528620,11,0,4.96
Weekends!!! (feat. Sirah),10,34,0,74,7528679,11,0,4.75
Rock 'n' Roll (Will Take You to the Mountain),1,51,1,74,7528373,11,0,4.73
Scary Monsters and Nice Sprites,2,57,0,74,7528373,11,0,4.06
"With You, Friends (Long Drive)",6,39,0,74,7528620,11,0,6.48
All I Ask of You (feat. Pennybirdrabbit),4,40,0,74,7528679,11,0,5.67
Bad Boys (Theme from COPS),1,2,0,62,497497,13,0,3.82
"Hey, Soul Sister",2,81,0,70,4516207,19,0,3.61
Party Rock Anthem,3,62,0,66,4431588,16,0,4.36
Sure Thing,1,84,0,78,6132588,13,0,3.25
Club Can't Handle Me (feat. David Guetta),7,80,0,79,8973505,8,0,3.9
Devil In A New Dress,8,78,1,89,31052119,13,0,5.86
Empire State Of Mind,9,50,1,82,10376731,19,1,4.61
POWER,3,78,1,89,31059657,13,0,4.86
Run This Town,2,44,1,82,10371098,19,1,4.46
Runaway,9,82,1,89,31038851,13,0,9.12
Sexy Bitch (feat. Akon),1,53,1,87,27139342,8,0,3.26
Sexy Chick (feat. Akon),1,57,0,87,27143729,8,0,3.23
Memories (feat. Kid Cudi),4,62,0,87,27141717,28,0,3.51
All Of The Lights,5,79,1,89,31052119,13,0,4.99
Super Bass,14,78,1,84,34297934,21,0,3.33
TiK ToK,2,0,0,78,9158736,23,1,3.32
We R Who We R,2,75,0,78,9154839,12,0,3.41
Blow,4,76,0,78,9156883,12,0,3.66
City of Rome,2,45,0,55,131979,20,0,5.54
Pentagon,17,0,0,34,8512,30,0,3.23
S&M,1,72,1,90,69030894,12,0,4.05
So Cold (The Good Wife Trailer),3,64,0,47,28254,5,2,3.78
What's My Name?,2,67,1,90,69050055,12,0,4.38
What's My Name?,2,49,1,90,68997177,11,0,4.38
Only Girl (In The World),5,56,0,90,68997177,11,0,3.92
S&M,1,55,1,90,69014420,11,0,4.05
Promiscuous,8,38,0,77,4725236,26,1,4.03
So What,11,0,1,78,18203604,18,1,3.57
F**kin' Perfect,20,62,1,78,18205037,21,1,3.55
Who Knew - Edit,8,0,0,78,18205037,18,1,3.46
Just A Dream,4,78,0,74,3745509,12,0,3.96
Honey Bee,16,36,0,69,7506632,18,1,3.51
Forget You,3,59,0,69,721160,14,0,3.71
Fuck You,17,63,1,69,721855,17,0,3.72
Born To Be Wasted (Remastered),12,18,0,36,37357,18,0,6.61
Dirt Road Anthem,2,74,0,75,7054208,15,0,3.82
Don't You Wanna Stay (with Kelly Clarkson),7,0,0,74,7052478,15,0,4.27
Drops Of Jupiter - Live/2011,10,44,0,100,145396321,16,0,5.25
Better Than Revenge,10,58,0,100,145443567,14,0,3.61
Haunted,12,45,0,100,145489371,20,0,4.03
Innocent,11,39,0,100,145489371,20,0,5.03
Mine,1,56,0,100,145396321,14,0,3.84
Raise Your Glass,1,7,1,78,18206492,1,2,3.38
Raise Your Glass,1,75,1,78,18205037,2,2,3.38
No Hands (feat. Roscoe Dash & Wale),5,81,1,69,2857175,17,0,4.39
Somewhere With You,10,71,0,69,4887584,11,0,4.05
Apply,1,33,0,21,52027,9,0,4.98
Halloween Theme - Main Title,1,68,0,57,158739,11,0,2.92
Bottoms Up (feat. Nicki Minaj),5,3,1,69,7744534,17,0,4.03
Je te laisserai des mots,1,6,0,70,919612,1,2,2.68
Criminal Intent,6,27,0,60,871643,8,0,3.67
The Animal,7,53,0,74,7649250,15,0,4.23
Dean's Dirty Organ (Brother's Guitar Theme),5,24,0,40,24209,18,0,2.33
Circle The Drain,6,36,1,83,38385499,17,0,4.54
E.T.,8,54,0,83,38400585,17,0,3.43
Firework,4,69,0,83,38409786,17,0,3.79
Teenage Dream,1,68,0,83,38385499,17,0,3.79
Teenage Dream - Kaskade Club Remix,17,28,0,83,38385499,17,0,6.46
The One That Got Away,7,66,0,83,38393243,17,0,3.78
Hummingbird Heartbeat,11,36,0,83,38385499,17,0,3.53
If We Ever Meet Again,13,44,0,79,3468690,17,0,4.38
Last Friday Night (T.G.I.F.),2,68,0,83,38393243,17,0,3.84
Not Like The Movies,12,35,0,83,38385499,17,0,4.02
California Gurls,3,67,0,83,38385499,17,0,3.91
California Gurls - Armand Van Helden Remix,16,26,0,83,38385499,17,0,5.8
California Gurls - Passion Pit Main Mix,15,27,0,83,38393243,17,0,4.19
Peacock,5,39,1,83,38400585,17,0,3.86
Pearl,10,34,0,83,38385499,17,0,4.12
Starstrukk,14,0,0,61,1067391,17,0,3.38
Who Am I Living For?,9,34,0,83,38400585,17,0,4.14
Black Sheep,1,64,0,61,919870,1,2,4.95
Cooler Than Me - Single Mix,4,76,0,67,1525672,12,0,3.55
Gold Dust - Radio Edit,1,61,0,54,273600,6,0,3.2
Sho's Waltz,8,45,0,47,58949,22,0,2.73
DJ Got Us Fallin' In Love (feat. Pitbull),1,2,0,80,13749886,1,2,3.7
Tuoppein'nostelulaulu,6,25,0,12,12884,9,0,6.57
Time,12,73,0,77,4780589,12,0,4.59
Dream Is Collapsing,3,59,0,77,4777574,12,0,2.39
Cooler Than Me - Single Mix,4,60,0,67,1525672,14,0,3.55
Dreamscape,1,51,0,36,37357,11,0,4.62
TiK ToK,2,2,0,78,9154839,14,0,3.32
Animal,3,65,0,64,1284368,13,0,3.53
Pass Out,3,60,1,62,835590,13,0,4.46
Lights - Single Version,1,64,0,78,13212719,11,0,3.53
Misery,1,53,0,85,45771951,13,0,3.6
Mouthful of Diamonds,1,0,0,69,967413,11,0,4.22
"Moves Like Jagger - Studio Recording From The Voice"" Performance""",13,74,0,85,45764832,13,0,3.35
Nightcall,1,74,0,60,1035527,7,0,4.3
When I'm Small,2,0,0,69,967069,11,0,4.15
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,1,57,0,79,8973505,2,2,3.87
This Ain't a Love Song,1,57,0,52,351324,12,0,3.51
Talkin’ 2 Myself,2,55,1,88,104517308,17,0,5.0
Untitled,17,52,1,88,104559284,17,0,3.24
W.T.P.,5,59,1,88,104517308,17,0,3.96
Cold Wind Blows,1,58,1,88,104517308,17,0,5.06
25 To Life,12,61,1,88,104517308,17,0,4.02
Almost Famous,14,51,1,88,104517308,17,0,4.87
Cinderella Man,11,67,1,88,104517308,17,0,4.65
Won't Back Down,4,57,1,88,104517308,17,0,4.43
You’re Never Over,16,50,1,88,104517308,17,0,5.09
Love The Way You Lie,15,37,0,88,104539036,17,0,4.38
No Love,9,69,1,88,104517308,17,0,4.99
Not Afraid,7,79,1,88,104517308,17,0,4.13
On Fire,3,53,1,88,104559284,17,0,3.55
Going Through Changes,6,56,1,88,104539036,17,0,4.98
Seduction,8,53,1,88,104517308,17,0,4.59
So Bad,13,57,1,88,104559284,17,0,5.42
Space Bound,10,68,1,88,104559284,17,0,4.64
The Rocky Road to Dublin,5,51,0,53,200421,13,0,3.27
Billionaire (feat. Bruno Mars),3,73,1,59,489247,10,0,3.51
Zanarkand (FINAL Fantasy X),5,0,0,59,354630,13,0,4.57
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2,68,0,85,39788275,12,1,3.37
In My Veins,1,58,0,54,256468,1,2,5.31
Compass (Red Dead On Arrival Version),17,40,0,40,84615,19,1,2.98
Dead End Alley,3,0,0,0,4946,19,1,2.1
El Club De Los Cuerpos,6,33,0,39,3833,19,1,6.4
Estancia,7,41,0,39,3839,19,1,2.03
Far Away,16,42,0,63,1230155,19,1,4.66
The Shootist,2,40,0,39,3833,19,1,4.29
Triggernometry,9,39,0,39,3836,19,1,5.39
(Theme From) Red Dead Redemption,8,0,0,0,4946,19,1,5.63
Born Unto Trouble,1,44,0,39,3836,19,1,3.2
Born Unto Trouble,1,0,0,0,4947,19,1,3.2
Grenade,1,77,0,90,75492598,10,0,3.7
Just the Way You Are,2,84,0,89,75455093,10,0,3.67
Planting the Fields,8,41,0,47,29927,22,0,1.29
Runaway Baby,4,74,0,90,75492598,12,0,2.47
Talking to the Moon,7,82,0,89,75455093,10,0,3.63
The Lazy Song,5,73,0,90,75474551,10,0,3.15
Fate Has Smiled Upon Us,3,0,0,47,29927,22,0,2.03
Marry You,6,80,0,90,75492598,12,0,3.83
Merry Men,22,0,0,47,29929,22,0,1.8
