track_name,track_number,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,album_type,track_duration_min
90s Better,1,53,0,61,26106,1,2,2.33
Who We Love (feat. Ed Sheeran),13,28,0,81,26272346,22,0,2.7
Gloria,12,23,0,81,26275803,22,0,1.84
Heavenly Sent,2,32,0,81,26272346,22,0,2.82
How Do You Sleep? - Live From The Royal Albert Hall,6,28,0,81,26275803,22,0,3.92
How To Cry,7,27,0,81,26278854,22,0,2.67
Hurting Interlude,3,0,0,81,26275803,22,0,0.3
I'm Not Here To Make Friends,11,30,0,81,26278854,22,0,3.82
I'm Not The Only One - Live From The Royal Albert Hall,4,36,0,81,26275803,22,0,3.91
Kissing You,1,36,0,81,26272346,22,0,4.92
Perfect (feat. Jessie Reyez),5,26,0,81,26275803,22,0,3.85
Six Shots,8,25,0,81,26278854,22,0,2.5
Stay With Me - Live From The Royal Albert Hall,3,33,0,81,26272346,22,0,4.22
Dancing With A Stranger - Live From The Royal Albert Hall,7,29,0,81,26278854,22,0,4.17
Desperado,1,0,0,53,158574,1,2,4.11
Dorothy's Interlude,10,0,0,81,26272346,22,0,0.14
Gimme (feat. Koffee & Jessie Reyez),9,25,0,81,26272346,22,0,2.83
Too Good At Goodbyes - Live From The Royal Albert Hall,5,30,0,81,26275803,22,0,4.52
Unholy (feat. Kim Petras),6,31,0,81,26272346,22,0,2.61
Unholy (feat. Kim Petras) - Live From The Royal Albert Hall,9,29,0,81,26272346,22,0,3.98
Lose You,4,30,0,81,26278854,22,0,3.17
Lose You - Live From The Royal Albert Hall,8,27,0,81,26275803,22,0,3.62
Love Me More,1,29,0,81,26278854,22,0,3.38
No God,2,27,0,81,26272346,22,0,3.28
Never Felt So Alone,1,68,0,0,0,1,2,2.66
Behind These Hazel Eyes,1,30,0,41,11026,1,2,1.93
Search & Rescue,1,72,1,95,103067383,1,2,4.53
Ghost Town,1,56,0,60,220555,1,2,2.71
Baby Don't Hurt Me,1,78,0,87,27141717,2,2,2.33
VOID,2,53,0,75,22219090,16,0,4.13
WHARF TALK (feat. A$AP Rocky),20,63,1,86,24420596,24,0,3.4
06 Gucci (feat. DaBaby & 21 Savage),1,49,1,76,5987057,1,2,2.98
4 Morant (Better Luck Next Time),1,71,0,54,308503,4,2,2.85
DOGTOOTH,21,67,1,86,24440038,24,0,2.68
Porsches in Spanish,7,47,1,65,559539,15,0,2.86
When the Starlight's Gone,1,43,0,30,414,1,2,2.43
love me,1,62,0,59,130408,2,2,2.97
DOGTOOTH,1,0,1,86,24451340,1,2,2.68
Love Is Beautifully Painful - Ghost Duet Version,1,0,1,32,7211,1,2,2.75
Let The Light In (feat. Father John Misty),12,77,0,88,51798111,16,0,4.63
Like Crazy,3,74,0,79,10844512,6,2,3.53
Margaret (feat. Bleachers),13,80,0,88,51773650,16,0,5.66
I Ain’t Worried,1,21,0,27,2422,1,2,2.22
Strangers,26,18,0,62,2816087,36,0,3.34
Did you know that there's a tunnel under Ocean Blvd,2,67,1,88,51821190,16,0,4.75
Eyes Closed,1,3,0,88,122773292,1,2,3.24
Fast Car,14,82,0,83,13400486,18,0,4.42
SunKissing,1,50,0,66,8862622,1,2,2.95
2 seater,1,56,1,72,2133043,1,2,1.09
BESO,1,75,0,77,8585717,3,2,3.24
Candy Necklace (feat. Jon Batiste),6,58,0,88,51773650,16,0,5.24
I've Been Drinking More Alcohol for the Past Five Days,1,0,0,46,28773,1,2,3.07
labour,1,71,1,66,785952,1,2,3.96
LALA,22,78,1,85,21958567,23,0,3.29
pirate song,3,62,0,56,409725,12,0,3.18
La Bebe - Remix,1,77,1,65,445514,2,2,3.9
The Machine,1,74,0,62,99854,1,2,3.2
What It Is (Solo Version),2,72,1,76,3229233,6,2,3.16
Crying On The Dancefloor,1,65,0,65,802580,1,2,2.88
Eat Your Young,1,53,0,82,9112977,3,2,4.03
Feather,15,81,1,91,26516295,17,0,3.09
Ella Baila Sola,1,75,0,75,6442976,1,2,2.76
Above the Clouds,1,56,0,61,26095,1,2,2.62
Die For You (with Ariana Grande) - Remix,19,74,0,94,112995439,21,0,3.88
Flowers,1,6,0,81,26558356,13,0,3.34
Miracle (with Ellie Goulding),1,71,0,84,23078931,1,2,3.1
Outta my head,1,58,0,59,72278,2,2,2.69
Find Your People,1,54,0,52,178379,2,2,3.23
Fingers blues,2,13,0,30,5446,9,0,3.32
"Sex, Drugs, Etc.",11,80,0,65,1005044,11,0,3.27
A Place In The Dark,1,31,0,62,141180,1,2,2.65
"Burn Bridges (with Lute, Cozz, REASON & Arin Ray)",16,35,1,61,821037,18,0,4.22
Moonlight,14,79,0,83,9469943,15,0,3.12
Last Night,2,35,1,88,13999205,36,0,2.73
Single Player,1,37,1,53,203154,1,2,2.91
You for Me,9,47,0,64,1581221,11,0,2.92
Pretty Girls Walk (with Coi Leray) - Remix,1,45,1,51,126108,1,2,2.33
Never Let Me Down Again,44,40,0,25,20509,66,1,3.49
The Last of Us,1,45,0,63,394210,66,1,1.12
Tattoo,1,80,0,65,1194065,1,2,3.05
TQG,6,80,1,87,60358474,17,0,3.29
When War Comes,8,0,0,39,4948,11,0,3.58
In Ash,2,42,1,39,4952,11,0,4.27
Cupid - Twin Ver.,2,6,0,63,1989684,3,2,2.9
Die For You - Remix,1,72,0,93,112957721,1,2,3.88
menace,4,5,0,50,227929,12,0,2.09
Moonlight,1,74,0,83,9469943,1,2,3.12
Pollute the Mainstream,4,0,0,39,4952,11,0,3.77
Private Landing (feat. Justin Bieber & Future),9,77,1,85,7465428,16,0,3.97
Back for More,7,47,0,39,4948,11,0,3.36
Heaven,1,1,0,70,10237757,1,2,3.1
Favorite Song,1,64,0,63,2342730,1,2,3.47
notre dame,1,62,0,66,786453,1,2,4.3
Let It Go,1,53,0,61,26106,1,2,2.8
BANANA SHAKE (SPED UP),1,59,0,44,61487,1,2,4.66
smells like teen spirit - slowed + reverb,1,26,0,61,198190,1,2,5.23
Glue Song,1,80,0,78,6529086,1,2,2.25
Where Have You Been,1,25,0,10,187,1,2,2.57
Grasslands Vivarium,13,41,0,41,2311,34,0,4.45
Hog's Head Jig,17,37,0,41,2314,34,0,1.64
If We Ever Broke Up,1,66,1,56,192529,1,2,2.37
This Is Why,1,62,0,79,9792848,10,0,3.44
Lost,1,69,0,88,31785695,1,2,3.32
Running Out Of Time,3,57,0,79,9792848,10,0,3.2
Falling Apart,1,1,0,58,146969,1,2,2.69
Forget You (with Gabry Ponte),1,43,0,63,224352,1,2,2.31
"Careful (From The Original Motion Picture Magic Mike's Last Dance"")""",1,53,1,62,881780,1,2,3.21
Watch This - ARIZONATEARS Pluggnb Remix,1,72,1,82,19255400,1,2,2.71
Mystery Man,3,21,0,39,14699,35,0,2.51
NOMAN’S LAND,2,20,0,39,14688,35,0,2.23
"Love Theme (from Cinema Paradiso"")""",1,19,0,65,1324293,1,2,3.09
2002,1,45,0,36,32943,1,2,3.1
Boy's a Liar,2,44,0,78,4761364,2,2,2.18
Boy's a liar Pt. 2,1,71,1,78,4759233,2,2,2.18
Escapism.,5,82,1,81,2848210,15,0,4.53
Genesis (Sped Up) - My Heart Will Never Fell Will Never See,1,0,0,56,139303,1,2,3.84
missin something,1,0,1,53,215447,2,2,2.43
House Song,1,34,0,59,226311,1,2,4.92
Last Night,1,33,1,88,13992482,3,2,2.73
Collide (Sped Up Remix),10,63,1,61,956325,10,0,3.68
In This Darkness,1,78,0,69,458855,1,2,3.28
Euphoria,1,23,0,41,11036,1,2,2.07
LLYLM,1,62,0,77,8605316,1,2,2.9
LOVE AGAIN,1,63,0,79,6596750,1,2,2.44
Sure Thing - Sped Up,2,62,0,78,6129109,5,2,2.5
Two Tens (feat. Anderson .Paak),1,54,1,62,2109948,1,2,2.53
VANISH. - Slowed + Reverb,1,38,1,32,8404,1,2,1.61
SUPERMODEL,16,67,0,76,10636129,17,0,2.46
THE LONELIEST,17,70,0,76,10636129,17,0,4.11
Us and Pigs,1,57,0,56,557610,1,2,2.9
DON'T WANNA SLEEP,8,55,0,76,10637574,17,0,2.6
GOSSIP (feat. Tom Morello),2,74,1,76,10640396,17,0,2.8
HONEY (ARE U COMING?),1,68,0,76,10637574,18,0,2.78
IF NOT FOR YOU,10,53,0,76,10637574,17,0,3.24
KOOL KIDS,9,48,1,76,10640396,17,0,2.71
MARK CHAPMAN,12,51,0,76,10637574,17,0,3.66
MONEY ON THE DASH - SPED UP,2,73,0,70,671778,2,2,1.94
23,1,45,1,73,10023089,2,2,4.34
BABY SAID,5,71,0,76,10638829,17,0,2.74
OWN MY MIND,1,62,0,76,10636129,17,0,3.19
READ YOUR DIARY,11,58,0,76,10638829,17,0,2.51
I Wish you Roses,1,54,0,83,9469943,1,2,3.76
Ashes,1,28,0,18,69,1,2,3.08
Clouds,1,67,0,69,293734,1,2,2.64
Flowers,1,14,0,81,26564677,1,2,3.34
Yandel 150,4,70,1,76,8820592,17,0,3.6
Kill Bill - Sped Up Version,2,56,0,87,33029522,4,2,2.29
Ghost,1,55,0,61,26095,1,2,3.07
"Shakira: Bzrp Music Sessions, Vol. 53",1,75,0,76,18190405,1,2,3.58
Let U Go,1,69,0,62,249306,1,2,2.13
In Ha Mood,1,61,1,69,4787436,1,2,2.15
Chamber of Reflection,1,1,0,46,51748,2,2,2.8
Supergirl,1,2,0,49,14451,1,2,3.28
The Hills X Creepin X The Color Violet,1,65,1,53,27085,1,2,3.29
Back That Up To The Beat - demo version,1,56,0,78,8793654,2,2,3.52
Ditto,1,79,0,77,11611877,1,2,3.09
Mama Luna’s Cat Rescue,8,21,0,42,25577,53,0,0.84
j's lullaby (darlin' i'd wait for you),1,65,0,54,292059,7,0,4.81
all this time,1,53,1,50,73397,1,2,2.14
Bounty Hunter,6,34,0,42,25557,53,0,3.46
Buy Me a Boat,12,40,0,56,438451,27,1,2.98
LET GO,1,72,1,79,9666661,1,2,2.9
Happiness Is Simple,3,42,0,42,19349,22,1,2.36
bloody mary (lady gaga) - sped up version,1,56,0,48,62468,1,2,3.19
Hanging With Wolves,1,55,1,78,9504357,1,2,3.43
Kill Bill,2,77,0,87,33055350,23,0,2.56
Nobody Gets Me,14,83,1,87,33029522,23,0,3.01
Shirt,19,68,1,87,33029522,23,0,3.03
Snooze,8,85,1,87,33029522,23,0,3.36
Special,16,67,1,87,33043825,23,0,2.64
what do i do when i'm broken?,1,28,0,20,2114,1,2,3.7
Let You Go,1,52,0,61,26114,1,2,2.66
Kill Bill,2,81,0,87,33029522,23,0,2.56
Escapism.,1,74,1,81,2857629,4,2,4.53
People,1,76,0,61,573709,1,2,3.07
Creepin' (with The Weeknd & 21 Savage),10,81,1,84,11679132,15,0,3.69
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],11,72,1,84,11687489,15,0,3.45
Superhero (Heroes & Villains) [with Future & Chris Brown],2,79,1,84,11687489,15,0,3.04
Too Many Nights (feat. Don Toliver & with Future),3,83,1,84,11683338,15,0,3.33
Trance (with Travis Scott & Young Thug),6,82,1,84,11683338,15,0,3.24
La Jumpa,3,69,1,82,17833538,18,0,4.26
Boy's a Liar,1,63,0,78,4761364,2,2,2.18
Players,1,68,1,66,932488,1,2,2.32
Somewhere Only We Know - Sped Up,2,55,0,47,13726,3,2,2.95
Way Down We Go,1,0,0,29,2339,1,2,2.74
Theme from Glass Onion,1,31,0,38,7132,27,0,1.89
Escapism.,2,1,1,81,2848210,2,2,4.53
Escapism. - Sped Up,1,9,1,81,2857629,2,2,3.99
Taurus (feat. Naomi Wild) - From The Motion Picture Taurus,1,49,1,78,5642365,1,2,3.0
Wednesday Main Titles,1,62,0,66,490560,48,0,1.16
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],1,4,0,79,18620976,1,2,3.35
do you really want to hurt me?,15,56,0,68,1719665,18,0,2.15
Dreams,1,37,0,42,15028,26,0,1.06
Entering the Sea of Nightmares,20,3,0,42,15028,26,0,2.79
Slumberland,26,20,0,42,15042,26,0,2.17
Bedtime Story,4,18,0,42,15033,26,0,1.68
The Parting Glass,3,31,0,42,15028,26,0,1.1
Nemo & Dad Reunite,24,16,0,42,15028,26,0,5.87
Notification,6,38,0,42,15028,26,0,1.54
Say My Name,1,24,0,31,6636,1,2,2.78
I dont care how long it takes (speedup),1,0,0,0,469,1,2,3.08
Turn Me On,1,49,0,61,26095,1,2,2.11
Svartalfheim (feat. Eivør),7,39,0,59,241502,28,0,5.22
Pull of the Light (feat. Eivør),8,36,0,59,241502,28,0,1.74
Raeb's Lament,26,44,0,59,241463,28,0,4.41
Giantess of Ironwood,4,36,0,59,241463,28,0,4.37
God of War Ragnarök (feat. Eivør),1,52,0,59,241502,28,0,4.57
Huldra Brothers,5,37,0,59,241463,28,0,4.78
A Son's Path,2,43,0,59,241463,28,0,3.51
Rich Flex,1,75,1,95,103039388,16,0,3.98
Die For You,3,78,0,81,10642618,9,0,3.52
flannel,1,0,1,82,15689879,1,2,1.95
Glimpse of Us,1,5,0,81,10645550,9,0,3.89
10:35,1,74,0,80,7980308,1,2,2.87
aquatic ambience (slowed + reverb),1,0,0,47,37315,3,2,2.57
Altitude,5,69,0,72,2133043,7,0,2.73
Bad Idea,1,52,1,70,5531839,1,2,2.59
Bathroom,7,77,0,72,2133043,7,0,3.46
Exscape,3,63,0,72,2131649,7,0,2.37
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,1,69,0,90,68997177,2,2,3.27
Shirt,1,62,1,87,33029522,1,2,3.03
Hotel,2,78,0,72,2131649,7,0,3.28
i'm yours,1,78,0,71,2569728,2,2,2.42
i'm yours sped up,2,67,0,71,2569728,2,2,2.12
H.O.L.Y.,22,0,0,70,5588772,76,1,3.28
Gilded Lily,11,0,0,66,1255651,13,0,3.54
Exscape,1,50,0,72,2133043,1,2,2.37
Glitch,18,58,0,100,145489371,20,0,2.47
High Infidelity,17,60,0,100,145396321,20,0,3.85
Lavender Haze,1,59,1,100,145489371,20,0,3.37
The Great War,14,65,0,100,145443567,20,0,4.0
Bejeweled,9,59,0,100,145443567,20,0,3.23
"You're On Your Own, Kid",5,60,0,100,145396321,20,0,3.23
Maroon,2,60,1,100,145489371,20,0,3.63
Midnight Rain,6,59,0,100,145489371,20,0,2.91
Made You Look,2,73,0,74,15743681,16,0,2.23
Maroon,2,75,1,100,145443567,13,0,3.63
Mastermind,13,69,0,100,145489371,13,0,3.18
Midnight Rain,6,73,0,100,145396321,13,0,2.91
Sweet Nothing,12,68,0,100,145489371,13,0,3.14
Vigilante Shit,8,67,1,100,145443567,13,0,2.74
Karma,11,75,1,100,145489371,13,0,3.41
Lavender Haze,1,72,1,100,145396321,13,0,3.37
You Should Be Here,14,37,0,64,2565032,27,1,3.16
"You're On Your Own, Kid",5,79,0,100,145396321,13,0,3.23
Question...?,7,64,1,100,145443567,13,0,3.5
Anti-Hero,3,79,0,100,145489371,13,0,3.34
Bejeweled,9,39,0,100,145396321,13,0,3.23
Monotonía,1,67,0,85,39777995,1,2,2.64
meet me in the pale moonlight,1,0,0,0,335,1,2,3.37
Nori Brandyfoot,5,42,0,59,241512,38,0,2.82
About You,10,86,0,76,7959873,11,0,5.44
Durin IV,12,34,0,59,241463,38,0,3.07
Gladiator,1,62,0,50,211032,1,2,3.52
Stick Season,2,84,0,82,4378755,14,0,3.03
Khazad-dûm,4,42,0,59,241463,38,0,3.33
Where You Go,1,20,0,41,8658,1,2,2.62
Your Love Was A Gift,5,19,1,35,86563,13,0,4.33
Escapism.,1,5,1,81,2853248,4,2,4.53
Poland,1,58,1,75,10907844,1,2,1.38
All By Myself,1,64,0,76,11246962,1,2,2.86
All of Human Knowledge Made Us Dumb,1,57,0,55,557085,1,2,3.82
THE LONELIEST,1,67,0,76,10636129,1,2,4.11
HUSH,3,54,0,66,754907,6,2,3.18
Iron Lung,6,12,0,34,1319943,7,0,9.07
just wanna rock - Sped Up Version,1,49,1,64,190093,1,2,1.67
Nothing Changed,1,50,1,76,8083202,1,2,3.31
SNAP - High and Fast,2,1,0,63,467788,7,2,2.26
uh oh,1,75,1,88,9249502,1,2,2.82
Whole World Depressed,1,12,1,35,37106,12,0,2.75
H i j o D e L a L u n a (Orchestra),1,0,0,9,647,1,2,2.6
Summertime Sadness - Sped Up,1,58,0,88,51821190,2,2,3.28
"My Name Is Skyler White, Yo",1,15,0,25,11720,1,2,1.16
Matwhashneesh,1,52,0,60,4296747,12,0,4.11
Nefsy Ahbek,5,59,0,60,4296747,12,0,4.29
Nothing's New,4,79,0,64,673909,5,2,3.51
Tarantino,3,50,0,60,4299545,12,0,3.03
Thérèse,8,53,0,46,532995,13,0,3.45
Ana Negm,9,62,0,60,4299545,12,0,4.03
Basrah w Atooh,8,67,0,60,4294346,12,0,3.96
Zaman El Kalam,11,36,0,60,4294346,12,0,3.5
golden hour,3,79,0,75,5809992,12,0,3.48
James Dean,2,55,0,60,4299545,12,0,4.07
Johnny Cash,10,50,0,60,4296747,12,0,2.78
Costarica,4,47,0,60,4294346,12,0,3.76
Roberto,6,42,0,60,4294346,12,0,3.43
Roma,7,59,0,60,4296747,12,0,4.51
Samurai,12,58,0,60,4299545,12,0,2.95
Si No Estás,1,79,0,64,591695,1,2,3.06
STAR WALKIN' (League of Legends Worlds Anthem),1,70,1,71,12310527,1,2,3.5
Unholy (feat. Kim Petras),1,77,0,81,26275803,1,2,2.61
Here With Me,1,4,0,79,4681304,1,2,4.04
where is my mind - sped up + reverb,1,25,0,53,133588,1,2,3.36
Hotel,1,65,0,72,2131649,1,2,3.28
Talk to Me,1,22,1,30,6940,1,2,2.24
Die A Happy Man,13,43,0,73,4983771,20,1,3.8
End of Beginning,6,89,0,73,2322081,13,0,2.65
Enemies,1,25,0,41,11026,1,2,2.19
Shut Down,2,72,0,81,56178946,8,0,2.93
Shut up My Moms Calling (Sped up),1,75,0,71,1072935,2,2,2.25
You'll Be in My Heart,2,83,0,76,8642338,2,2,4.02
Mary On A Cross - slowed + reverb,7,45,0,73,3770138,7,1,4.57
Out thë way,3,72,1,79,5976603,12,0,2.5
Elden Ring,1,0,0,43,12225,67,0,1.63
Forget Me,1,2,0,79,14039018,1,2,3.39
Somewhere Only We Know,1,2,0,58,219293,1,2,3.06
Cry For You,1,23,0,26,2105,1,2,3.02
"Sex, Drugs, Etc (Sped Up)",1,0,1,0,599,2,2,2.66
That's My Kind Of Night,2,44,0,74,9407321,30,1,3.16
How Do I Say Goodbye,1,75,0,75,4153847,1,2,2.72
HEARTBEAT,1,64,0,71,2569728,1,2,2.08
Hold Me Closer,1,71,0,80,15542286,1,2,3.37
I'm Good (Blue),1,84,1,87,27141717,2,2,2.92
Nachts wach (Lila Wolken Bootleg),1,1,1,62,185287,4,2,2.63
Shut Up and Listen - Sped Up Version,1,54,1,52,60328,2,2,3.72
Calm Down (with Selena Gomez),1,79,0,76,8672431,1,2,3.98
Pink Venom,1,58,0,81,56140946,1,2,3.11
Until I Found You,7,78,0,71,1874891,7,0,2.94
Good Looking,1,73,0,68,1391888,3,2,3.58
Monsters,1,45,1,39,4952,1,2,4.35
Living Hell,3,62,0,60,1409523,6,2,2.9
obsessed,1,72,0,57,77490,1,2,3.0
Super Freaky Girl,1,67,1,84,34295707,1,2,2.84
B.O.T.A. (Baddest Of Them All) - Edit,1,70,0,55,73138,2,2,3.77
Habits,1,0,0,49,135787,1,2,2.27
I'll Be There,1,55,0,61,26095,1,2,2.47
Altyn,1,0,1,42,84255,1,2,1.69
Reason,1,48,1,31,106381,1,2,2.63
Power (feat. Pussy Riot),2,26,0,43,82471,14,1,2.94
Stayin' Alive,1,41,0,22,855,14,1,5.82
Sukiyaki,12,26,0,39,39528,14,1,3.13
Sweet Thang,9,21,0,46,182636,14,1,4.19
Miss You,1,13,1,67,2583483,1,2,3.43
Bad Decisions (with BTS & Snoop Dogg),1,64,0,72,1626627,1,2,2.87
I Just Want To Celebrate,13,25,0,40,192497,14,1,3.65
Kill Me Pretty,6,35,0,45,264177,14,1,2.67
HEATED,11,66,1,84,41172203,16,0,4.34
I'M THAT GIRL,1,65,1,84,41176723,16,0,3.46
SUMMER RENAISSANCE,16,60,1,84,41176723,16,0,4.56
THIQUE,12,60,1,84,41180800,16,0,4.07
VIRGO'S GROOVE,9,62,1,84,41172203,16,0,6.14
PLASTIC OFF THE SOFA,8,60,0,84,41172203,16,0,4.23
PURE/HONEY,15,64,1,84,41180800,16,0,4.8
Star Shopping (Slowed),1,50,0,59,106672,1,2,1.31
ALIEN SUPERSTAR,3,67,1,84,41176723,16,0,3.59
ALL UP IN YOUR MIND,13,58,1,84,41180800,16,0,2.83
AMERICA HAS A PROBLEM,14,65,1,84,41176723,16,0,3.31
BREAK MY SOUL,6,66,0,84,41172203,16,0,4.63
CHURCH GIRL,7,60,1,84,41176723,16,0,3.74
COZY,2,64,1,84,41172203,16,0,3.5
CUFF IT,4,73,1,84,41180800,16,0,3.75
ENERGY (feat. Beam),5,64,0,84,41172203,16,0,1.94
MOVE (feat. Grace Jones & Tems),10,60,0,84,41172203,16,0,3.38
DESPECHÁ,1,72,1,77,8597160,1,2,2.61
Everything The Finest,1,16,1,15,122,1,2,3.26
"Perfect Day (From Better Call Saul"")""",1,34,0,30,9991,1,2,4.98
Running Up That Hill (A Deal With God) - Piano Version,1,56,0,62,28421,1,2,4.75
Talk 2 Me,6,70,0,72,2131649,10,0,2.33
I GUESS I'M IN LOVE,7,62,0,56,936467,9,0,3.4
Fall in Love with You.,3,75,0,72,2132400,10,0,2.2
Bad Memories (feat. Elley Duhé & FAST BOY),1,70,0,70,964749,1,2,2.47
The 30th,2,76,0,90,118728633,2,2,3.6
TV,1,83,0,90,118797451,2,2,4.68
Doja,1,77,1,79,9666661,1,2,1.62
Love Is All Around,1,47,0,37,794,1,2,2.85
Romantic Homicide,1,87,0,79,4681304,1,2,2.21
Those Eyes - Sped Up,1,0,0,68,626516,3,2,2.79
the perfect pair,6,82,0,78,6522709,14,0,2.95
Maui Wowie,9,82,1,79,7688970,16,0,2.39
Mentally Cheating,1,48,0,60,1174326,1,2,3.0
Nonsense,9,83,0,91,26516295,13,0,2.72
One Dance - 8D Audio,1,23,0,51,49519,1,2,2.47
2 Be Loved (Am I Ready),4,64,0,68,5739313,12,0,3.11
Bad Habit,5,83,1,77,6427334,10,0,3.86
because i liked a boy,5,78,1,91,26559943,13,0,3.27
SNAP,5,0,0,63,467908,5,2,2.99
Static,1,71,1,77,6427334,10,0,2.6
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",1,56,0,84,23079295,1,2,3.82
City of Gods,4,30,1,61,1472981,18,0,4.26
emails i can’t send,1,68,1,91,26516295,13,0,1.74
golden hour,1,1,0,75,5812926,1,2,3.48
Behind the Moon,1,47,1,45,1896,1,2,2.74
"Come Back Home - From Purple Hearts""""",1,45,0,67,3736388,1,2,2.94
Prelude to the Sea,1,27,0,52,24036,18,0,2.72
Someday,4,24,0,52,24023,18,0,1.44
"Quevedo: Bzrp Music Sessions, Vol. 52",1,80,0,76,18192021,1,2,3.31
Into Your Arms,3,0,0,32,28526,7,0,2.62
AUSMACHT,2,49,0,45,135139,13,0,2.48
Bones,1,81,0,85,58375520,32,0,2.75
Hot In It (feat. Charli XCX),1,5,0,80,7979622,1,2,2.16
Too Late To Love You,1,55,1,59,130194,1,2,2.42
Bad Habit,1,72,1,77,6429788,1,2,3.86
Obi-Wan,1,45,0,70,1605047,31,0,4.1
Left and Right (Feat. Jung Kook of BTS),1,67,0,79,25301942,1,2,2.57
New Friends,1,39,0,38,60659,2,2,3.03
Carolina - From The Motion Picture “Where The Crawdads Sing”,1,60,0,100,145542136,2,2,4.4
the one,2,27,0,10,212,14,0,2.88
Eazy,1,39,1,70,5200472,1,2,3.9
Taste,1,62,0,66,754907,1,2,3.11
BREAK MY SOUL,1,60,0,84,41176723,1,2,4.63
Jimmy Cooks (feat. 21 Savage),14,80,1,95,103039388,14,0,3.63
Sticky,7,70,1,95,103067383,14,0,4.05
Big City Life,1,67,0,61,169709,1,2,2.44
Maybe My Soulmate Died,1,0,0,44,152591,1,2,1.9
Numb,1,70,0,80,34476607,1,2,2.59
Betty (Get Money),1,63,0,66,1758083,1,2,2.44
Glimpse of Us,1,68,0,81,10642618,1,2,3.89
Awkward,20,71,1,87,33029522,21,0,2.96
"Ms. Marvel Suite - From Ms. Marvel""""",1,20,0,34,7557,1,2,4.49
Insane,7,51,1,85,47716988,16,0,2.82
I Like You (A Happier Song) (with Doja Cat),5,75,1,85,47716988,14,0,3.21
Jenny From The Block,1,47,0,60,63136,1,2,2.0
K3Pt - AGTHA Remix,1,52,0,39,5582,2,2,2.53
Love/Hate Letter To Alcohol (with Fleet Foxes),8,52,1,86,47722935,14,0,3.06
Distraction,1,56,1,76,13056061,1,2,2.85
We Could Be Together (feat. Daddy DJ),1,60,0,72,715149,1,2,2.49
Teenage Dream,1,0,0,52,198872,1,2,2.96
1985,4,49,0,63,2078961,12,0,2.44
Watermelon,1,72,1,54,57270,2,2,1.83
True Love,1,71,0,89,31052119,1,2,2.47
chaotic,5,71,1,88,9249502,13,0,2.92
Potion (with Dua Lipa & Young Thug),1,61,1,84,23079295,1,2,3.57
Spiracle,1,54,0,49,171981,10,0,2.99
Gettin' You Home,11,41,0,65,2918228,57,1,3.53
Main Titles (You’ve Been Called Back to Top Gun),1,59,0,53,61279,12,0,2.51
La Bachata,1,77,0,81,15711025,1,2,2.71
U in my head,1,46,0,59,72172,1,2,2.82
Grapejuice,3,65,0,80,34130771,13,0,3.19
HOTEL LOBBY (Unc & Phew),1,63,1,76,8079123,1,2,2.37
Keep Driving,10,68,0,80,34139515,13,0,2.33
Late Night Talking,2,75,0,80,34130771,13,0,2.96
As It Was,4,87,0,80,34130771,13,0,2.78
Boyfriends,12,62,0,80,34139515,13,0,3.24
Little Freak,6,71,0,80,34133561,13,0,3.36
Love Of My Life,13,68,0,80,34133561,13,0,3.19
Matilda,7,77,0,80,34130771,13,0,4.09
Music For a Sushi Restaurant,1,69,0,80,34133561,13,0,3.23
Cinema,8,66,0,80,34133561,13,0,4.05
Daydreaming,9,65,0,80,34136120,13,0,3.12
Daylight,5,68,0,80,34133561,13,0,2.74
Satellite,11,72,0,80,34136120,13,0,3.64
Stay the Night,1,55,0,64,1581138,1,2,2.86
BILLIE EILISH.,1,65,1,58,620939,1,2,1.65
The Perfect Girl - The Motion Retrowave Remix,1,61,0,62,585032,2,2,3.01
Take You There,1,0,0,61,26106,1,2,2.47
Cassandra,8,55,0,77,7222118,14,0,4.29
Caviar,12,43,0,67,2177177,14,0,2.94
Your Guilty Pleasure,8,51,1,45,77523,8,0,2.9
Gravity,2,45,0,67,2177612,14,0,2.17
I Ain't Worried,1,81,0,81,18706004,1,2,2.47
Die Hard,4,2,1,89,44592005,18,0,3.98
Fall In Love Alone,1,70,0,52,189019,1,2,3.42
My Life,11,0,0,67,2177447,14,0,4.06
N95,2,72,1,89,44592005,19,0,3.26
Nightmares,1,20,0,32,4723,1,2,2.23
Me Fui de Vacaciones,20,74,0,95,102500980,23,0,3.01
Me Porto Bonito,3,82,1,95,102500980,23,0,2.97
Moscow Mule,1,83,1,95,102536542,23,0,4.09
My Mind,5,52,0,68,1391888,10,0,3.18
Neverita,8,78,0,95,102500980,23,0,2.88
Ojitos Lindos,14,82,0,95,102536542,23,0,4.3
Otro Atardecer,17,80,0,95,102571645,23,0,4.07
Yo No Soy Celoso,6,75,1,95,102500980,23,0,3.84
Tarot,7,78,1,95,102500980,23,0,3.96
Tití Me Preguntó,4,83,1,95,102536542,23,0,4.06
Un Coco,18,78,1,95,102610644,23,0,3.27
Un Ratito,5,75,1,95,102571645,23,0,2.94
Un Verano Sin Ti,21,76,0,95,102536542,23,0,2.46
